================================================================
LOSO Sonnet evaluation — starting 2026-05-15 00:28:58
================================================================
PID: 95627
Working dir: /Users/javencao/Library/CloudStorage/GoogleDrive-jacao@ucsd.edu/My Drive/知识库/MyBrain/projects/ece284-llm-ppg
Python: Python 3.14.0
Est cost: ~$6.48, est time: ~5.9 hours
Output: per-subject results/llm_lambda_loso_sonnet_s{1..12}.json
================================================================


[00:28:58] === Subj 1 START ===
  s1 w0: truth=74, pred=75.0, λ=0.20 err=0.6607929515418505
  146 valid windows
  MAE: 12.50 BPM
  API calls: 33
  Tokens — uncached: 5251, cache_write: 0, cache_read: 194634, out: 1483
  Cache hit rate: 97.4%
  Cost: $0.0964 USD
  Saved → results/llm_lambda_loso_sonnet_s5.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:00:58] === Subj 5 DONE (exit 0) ===

[01:00:58] === Subj 6 START ===
  s6 w0: truth=69, pred=67.5, λ=1.00 err=1.2284999999999968
  s6 w1: truth=70, pred=75.0, λ=1.00 err=5.1965
  s6 w2: truth=70, pred=67.5, λ=1.00 err=2.267399999999995
  s6 w3: truth=69, pred=67.5, λ=1.00 err=1.7840999999999951
  s6 w4: truth=69, pred=67.5, λ=1.00 err=1.9444000000000017
  s6 w5: truth=71, pred=67.5, λ=1.00 err=3.2546999999999997
  s6 w6: truth=73, pred=75.0, λ=1.00 err=1.9480999999999966
  s6 w7: truth=74, pred=75.0, λ=1.00 err=1.3100000000000023
  s6 w8: truth=75, pred=75.0, λ=1.00 err=0.16630000000000678
  s6 w9: truth=75, pred=75.0, λ=1.00 err=0.1670000000000016
  s6 w10: truth=75, pred=75.0, λ=1.00 err=0.08339999999999748
  s6 w11: truth=77, pred=30.0, λ=1.00 err=47.319599999999994
  s6 w12: truth=78, pred=37.5, λ=1.00 err=40.9884
  s6 w13: truth=79, pred=37.5, λ=1.00 err=41.3644
  s6 w14: truth=78, pred=75.0, λ=1.00 err=3.215500000000006
  s6 w15: truth=80, pred=82.5, λ=1.00 err=2.807000000000002
  s6 w16: truth=83, pred=82.5, λ=1.00 err=0.6486000000000018
  s6 w17: truth=87, pred=82.5, λ=1.00 err=4.305599999999998
  s6 w18: truth=90, pred=90.0, λ=1.00 err=0.22849999999999682
  s6 w19: truth=94, pred=90.0, λ=1.00 err=3.75
  s6 w20: truth=97, pred=90.0, λ=1.00 err=7.402600000000007
  s6 w21: truth=102, pred=82.5, λ=1.00 err=19.168400000000005
  s6 w22: truth=106, pred=105.0, λ=1.00 err=1.2753000000000014
  s6 w23: truth=111, pred=112.5, λ=1.00 err=1.506299999999996
  s6 w24: truth=115, pred=240.0, λ=1.00 err=125.4379
  s6 w25: truth=118, pred=120.0, λ=1.00 err=1.7035000000000053
  s6 w26: truth=120, pred=120.0, λ=1.00 err=0.32089999999999463
  s6 w27: truth=121, pred=120.0, λ=1.00 err=0.9676999999999936
  s6 w28: truth=121, pred=120.0, λ=1.00 err=0.5788000000000011
  s6 w29: truth=120, pred=120.0, λ=1.00 err=0.31910000000000593
  s6 w30: truth=119, pred=120.0, λ=1.00 err=0.8263000000000034
  s6 w31: truth=119, pred=120.0, λ=1.00 err=0.5731999999999999
  s6 w32: truth=120, pred=120.0, λ=1.00 err=0.06399999999999295
  s6 w33: truth=121, pred=120.0, λ=1.00 err=0.8378000000000014
  s6 w34: truth=121, pred=120.0, λ=1.00 err=1.2283999999999935
  s6 w35: truth=121, pred=120.0, λ=1.00 err=1.3592000000000013
  s6 w36: truth=122, pred=120.0, λ=1.00 err=1.6216000000000008
  s6 w37: truth=122, pred=120.0, λ=1.00 err=2.149799999999999
  s6 w38: truth=123, pred=120.0, λ=1.00 err=3.0853000000000037
  s6 w39: truth=125, pred=127.5, λ=1.00 err=2.7771999999999935
  s6 w40: truth=125, pred=127.5, λ=1.00 err=2.5
  s6 w41: truth=126, pred=127.5, λ=1.00 err=1.9770000000000039
  s6 w42: truth=126, pred=127.5, λ=1.00 err=1.4496000000000038
  s6 w43: truth=127, pred=127.5, λ=1.00 err=0.9176999999999964
  s6 w44: truth=128, pred=127.5, λ=1.00 err=0.8421999999999912
  s6 w45: truth=130, pred=127.5, λ=1.00 err=2.08959999999999
  s6 w46: truth=131, pred=127.5, λ=1.00 err=3.8078999999999894
  s6 w47: truth=133, pred=135.0, λ=1.00 err=2.325700000000012
  s6 w48: truth=134, pred=135.0, λ=1.00 err=0.9305999999999983
  s6 w49: truth=135, pred=135.0, λ=1.00 err=0.4942000000000064
  s6 w50: truth=137, pred=135.0, λ=1.00 err=2.0968000000000018
  s6 w51: truth=138, pred=135.0, λ=1.00 err=3.3197000000000116
  s6 w52: truth=140, pred=142.5, λ=1.00 err=2.6973999999999876
  s6 w53: truth=141, pred=142.5, λ=1.00 err=1.7283999999999935
  s6 w54: truth=142, pred=142.5, λ=1.00 err=0.9906000000000006
  s6 w55: truth=143, pred=142.5, λ=1.00 err=0.20609999999999218
  s6 w56: truth=143, pred=142.5, λ=1.00 err=0.8120999999999867
  s6 w57: truth=144, pred=142.5, λ=1.00 err=1.5767999999999915
  s6 w58: truth=144, pred=142.5, λ=1.00 err=1.730799999999988
  s6 w59: truth=144, pred=142.5, λ=1.00 err=1.4232000000000085
  s6 w60: truth=144, pred=142.5, λ=1.00 err=1.730799999999988
  s6 w61: truth=145, pred=142.5, λ=1.00 err=2.170099999999991
  s6 w62: truth=145, pred=142.5, λ=1.00 err=2.974099999999993
  s6 w63: truth=146, pred=150.0, λ=1.00 err=3.579199999999986
  s6 w64: truth=147, pred=150.0, λ=1.00 err=2.620100000000008
  s6 w65: truth=148, pred=150.0, λ=1.00 err=2.135799999999989
  s6 w66: truth=148, pred=150.0, λ=1.00 err=1.5625
  s6 w67: truth=149, pred=150.0, λ=1.00 err=1.0971999999999866
  s6 w68: truth=150, pred=150.0, λ=1.00 err=0.31510000000000105
  s6 w69: truth=150, pred=150.0, λ=1.00 err=0.47520000000000095
  s6 w70: truth=151, pred=150.0, λ=1.00 err=0.9533999999999878
  s6 w71: truth=152, pred=150.0, λ=1.00 err=1.5956999999999937
  s6 w72: truth=152, pred=150.0, λ=1.00 err=1.8218999999999994
  s6 w73: truth=152, pred=150.0, λ=1.00 err=2.129799999999989
  s6 w74: truth=152, pred=150.0, λ=1.00 err=2.2843000000000018
  s6 w75: truth=152, pred=150.0, λ=1.00 err=2.081099999999992
  s6 w76: truth=152, pred=150.0, λ=1.00 err=1.9190000000000111
  s6 w77: truth=151, pred=75.0, λ=1.00 err=76.2739
  s6 w78: truth=150, pred=75.0, λ=1.00 err=75.4752
  s6 w79: truth=150, pred=75.0, λ=1.00 err=74.6849
  s6 w80: truth=149, pred=75.0, λ=1.00 err=73.90280000000001
  s6 w81: truth=148, pred=75.0, λ=1.00 err=73.4375
  s6 w82: truth=148, pred=75.0, λ=1.00 err=72.5155
  s6 w83: truth=147, pred=142.5, λ=1.00 err=4.239100000000008
  s6 w84: truth=146, pred=142.5, λ=1.00 err=3.762200000000007
  s6 w85: truth=146, pred=142.5, λ=1.00 err=3.2882999999999925
  s6 w86: truth=145, pred=142.5, λ=1.00 err=2.5054000000000087
  s6 w87: truth=145, pred=142.5, λ=1.00 err=2.023300000000006
  s6 w88: truth=144, pred=142.5, λ=1.00 err=1.2700000000000102
  s6 w89: truth=143, pred=142.5, λ=1.00 err=0.6600999999999999
  s6 w90: truth=143, pred=142.5, λ=1.00 err=0.508499999999998
  s6 w91: truth=143, pred=142.5, λ=1.00 err=0.35710000000000264
  s6 w92: truth=143, pred=142.5, λ=1.00 err=0.4287999999999954
  s6 w93: truth=143, pred=142.5, λ=1.00 err=0.8120999999999867
  s6 w94: truth=142, pred=142.5, λ=1.00 err=0.3947000000000003
  s6 w95: truth=140, pred=142.5, λ=1.00 err=2.0815000000000055
  s6 w96: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s6 w97: truth=133, pred=135.0, λ=1.00 err=1.6317999999999984
  s6 w98: truth=131, pred=127.5, λ=1.00 err=3.218999999999994
  s6 w99: truth=130, pred=127.5, λ=1.00 err=2.073200000000014
  s6 w100: truth=131, pred=127.5, λ=1.00 err=3.647500000000008
  s6 w101: truth=133, pred=135.0, λ=1.00 err=1.9102000000000032
  s6 w102: truth=135, pred=135.0, λ=1.00 err=0.36429999999998586
  s6 w103: truth=136, pred=135.0, λ=1.00 err=1.217899999999986
  s6 w104: truth=136, pred=135.0, λ=1.00 err=1.0725999999999942
  s6 w105: truth=136, pred=135.0, λ=1.00 err=0.6382999999999868
  s6 w106: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s6 w107: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s6 w108: truth=138, pred=135.0, λ=1.00 err=2.614699999999999
  s6 w109: truth=138, pred=135.0, λ=1.00 err=3.2863000000000113
  s6 w110: truth=139, pred=135.0, λ=1.00 err=3.586999999999989
  s6 w111: truth=139, pred=142.5, λ=1.00 err=3.4680999999999926
  s6 w112: truth=139, pred=142.5, λ=1.00 err=3.003299999999996
  s6 w113: truth=139, pred=135.0, λ=1.00 err=4.175299999999993
  s6 w114: truth=139, pred=142.5, λ=1.00 err=3.6110999999999933
  s6 w115: truth=139, pred=135.0, λ=1.00 err=4.040300000000002
  s6 w116: truth=140, pred=142.5, λ=1.00 err=2.7484000000000037
  s6 w117: truth=141, pred=142.5, λ=1.00 err=1.1387
  s6 w118: truth=143, pred=142.5, λ=1.00 err=0.35710000000000264
  s6 w119: truth=144, pred=142.5, λ=1.00 err=1.730799999999988
  s6 w120: truth=146, pred=142.5, λ=1.00 err=3.1311000000000035
  s6 w121: truth=147, pred=142.5, λ=1.00 err=4.079800000000006
  s6 w122: truth=148, pred=150.0, λ=1.00 err=2.459000000000003
  s6 w123: truth=148, pred=75.0, λ=1.00 err=73.02629999999999
  s6 w124: truth=149, pred=75.0, λ=1.00 err=73.67840000000001
  s6 w125: truth=150, pred=75.0, λ=1.00 err=74.6849
  s6 w126: truth=150, pred=75.0, λ=1.00 err=75.0
  s6 w127: truth=151, pred=75.0, λ=1.00 err=75.63419999999999
  s6 w128: truth=151, pred=75.0, λ=1.00 err=76.3623
  s6 w129: truth=152, pred=75.0, λ=1.00 err=76.8219
  s6 w130: truth=152, pred=75.0, λ=1.00 err=77.2843
  s6 w131: truth=153, pred=75.0, λ=1.00 err=77.5941
  s6 w132: truth=153, pred=75.0, λ=1.00 err=77.73310000000001
  s6 w133: truth=153, pred=150.0, λ=1.00 err=2.7331000000000074
  s6 w134: truth=153, pred=150.0, λ=1.00 err=2.5696000000000083
  s6 w135: truth=153, pred=150.0, λ=1.00 err=2.5696000000000083
  s6 w136: truth=153, pred=75.0, λ=1.00 err=77.73310000000001
  s6 w137: truth=153, pred=157.5, λ=1.00 err=4.766899999999993
  s6 w138: truth=153, pred=157.5, λ=1.00 err=4.438799999999986
  s6 w139: truth=153, pred=157.5, λ=1.00 err=4.438799999999986
  s6 w140: truth=152, pred=67.5, λ=1.00 err=84.7843
  s6 w141: truth=153, pred=150.0, λ=1.00 err=2.5940999999999974
  s6 w142: truth=153, pred=150.0, λ=1.00 err=2.7331000000000074
  s6 w143: truth=153, pred=150.0, λ=1.00 err=2.7331000000000074
  s6 w144: truth=153, pred=142.5, λ=1.00 err=10.069600000000008
  s6 w145: truth=153, pred=142.5, λ=1.00 err=10.069600000000008
  s6 w146: truth=153, pred=30.0, λ=1.00 err=122.73310000000001
  s6 w147: truth=153, pred=150.0, λ=1.00 err=2.7331000000000074
  s6 w148: truth=153, pred=142.5, λ=1.00 err=10.561200000000014
  s6 w149: truth=153, pred=142.5, λ=1.00 err=10.561200000000014

=== Summary ===
  150 valid windows
  MAE: 13.67 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s6.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:01:27] === Subj 6 DONE (exit 0) ===

[01:01:27] === Subj 7 START ===
  s7 w0: truth=98, pred=97.5, λ=1.00 err=0.21986970684039875
  s7 w1: truth=97, pred=97.5, λ=1.00 err=0.933476394849805
  s7 w2: truth=95, pred=97.5, λ=1.00 err=2.672413793103445
  s7 w3: truth=96, pred=97.5, λ=1.00 err=1.9032444959443922
  s7 w4: truth=96, pred=97.5, λ=1.00 err=1.448772678762026
  s7 w5: truth=96, pred=97.5, λ=1.00 err=1.5511727078891226
  s7 w6: truth=96, pred=97.5, λ=1.00 err=1.7553191489361666
  s7 w7: truth=94, pred=97.5, λ=1.00 err=3.321917808219183
  s7 w8: truth=94, pred=90.0, λ=1.00 err=3.9635535307517102
  s7 w9: truth=94, pred=90.0, λ=1.00 err=4.142259414225947
  s7 w10: truth=95, pred=67.5, λ=1.00 err=27.03781512605042
  s7 w11: truth=93, pred=97.5, λ=1.00 err=4.139004149377598
  s7 w12: truth=92, pred=90.0, λ=1.00 err=2.1187308085977463
  s7 w13: truth=93, pred=90.0, λ=1.00 err=3.4314835787089493
  s7 w14: truth=96, pred=37.5, λ=1.00 err=58.766044340723454
  s7 w15: truth=100, pred=97.5, λ=1.00 err=2.6112347052280427
  s7 w16: truth=101, pred=67.5, λ=1.00 err=33.05865921787709
  s7 w17: truth=99, pred=67.5, λ=1.00 err=31.728224917309802
  s7 w18: truth=99, pred=97.5, λ=1.00 err=1.5099009900989984
  s7 w19: truth=101, pred=105.0, λ=1.00 err=4.103139013452932
  s7 w20: truth=104, pred=105.0, λ=1.00 err=0.6102783725910115
  s7 w21: truth=107, pred=105.0, λ=1.00 err=2.4718526100307088
  s7 w22: truth=110, pred=112.5, λ=1.00 err=2.205882352941174
  s7 w23: truth=112, pred=112.5, λ=1.00 err=0.4402347918890257
  s7 w24: truth=114, pred=112.5, λ=1.00 err=1.136363636363626
  s7 w25: truth=114, pred=112.5, λ=1.00 err=1.879084967320253
  s7 w26: truth=115, pred=112.5, λ=1.00 err=2.5306748466257716
  s7 w27: truth=116, pred=112.5, λ=1.00 err=3.2407407407407476
  s7 w28: truth=117, pred=120.0, λ=1.00 err=3.4196891191709824
  s7 w29: truth=117, pred=120.0, λ=1.00 err=2.8125
  s7 w30: truth=117, pred=120.0, λ=1.00 err=2.6815642458100513
  s7 w31: truth=117, pred=120.0, λ=1.00 err=2.550335570469798
  s7 w32: truth=118, pred=120.0, λ=1.00 err=2.2869955156950823
  s7 w33: truth=118, pred=120.0, λ=1.00 err=2.0224719101123583
  s7 w34: truth=118, pred=120.0, λ=1.00 err=1.827731092436963
  s7 w35: truth=118, pred=120.0, λ=1.00 err=1.827731092436963
  s7 w36: truth=117, pred=120.0, λ=1.00 err=2.690302398331582
  s7 w37: truth=117, pred=120.0, λ=1.00 err=2.5678496868475946
  s7 w38: truth=118, pred=120.0, λ=1.00 err=2.1989528795811424
  s7 w39: truth=119, pred=120.0, λ=1.00 err=1.3291139240506311
  s7 w40: truth=120, pred=120.0, λ=1.00 err=0.31914893617020823
  s7 w41: truth=121, pred=120.0, λ=1.00 err=0.8378088077336088
  s7 w42: truth=122, pred=120.0, λ=1.00 err=2.415669205658318
  s7 w43: truth=124, pred=127.5, λ=1.00 err=3.737623762376245
  s7 w44: truth=125, pred=127.5, λ=1.00 err=2.7598752598752583
  s7 w45: truth=126, pred=127.5, λ=1.00 err=1.845549738219887
  s7 w46: truth=126, pred=127.5, λ=1.00 err=1.1842105263157805
  s7 w47: truth=128, pred=127.5, λ=1.00 err=0.2955271565495252
  s7 w48: truth=129, pred=127.5, λ=1.00 err=1.9498381877022553
  s7 w49: truth=131, pred=127.5, λ=1.00 err=3.3615049073064256
  s7 w50: truth=133, pred=135.0, λ=1.00 err=2.325702393340265
  s7 w51: truth=134, pred=135.0, λ=1.00 err=0.6215005599104302
  s7 w52: truth=136, pred=135.0, λ=1.00 err=0.927505330490419
  s7 w53: truth=137, pred=135.0, λ=1.00 err=2.4745417515274823
  s7 w54: truth=139, pred=142.5, λ=1.00 err=3.307860262008745
  s7 w55: truth=141, pred=142.5, λ=1.00 err=1.7283628779979097
  s7 w56: truth=143, pred=142.5, λ=1.00 err=0.05543822597675785
  s7 w57: truth=144, pred=142.5, λ=1.00 err=1.2699680511182123
  s7 w58: truth=145, pred=142.5, λ=1.00 err=2.1945337620578584
  s7 w59: truth=145, pred=142.5, λ=1.00 err=2.6120162932790265
  s7 w60: truth=145, pred=142.5, λ=1.00 err=2.6612903225806406
  s7 w61: truth=146, pred=75.0, λ=1.00 err=70.94594594594594
  s7 w62: truth=147, pred=142.5, λ=1.00 err=4.079804560260584
  s7 w63: truth=148, pred=75.0, λ=1.00 err=72.86418400876232
  s7 w64: truth=149, pred=75.0, λ=1.00 err=73.6784140969163
  s7 w65: truth=149, pred=75.0, λ=1.00 err=73.90282131661442
  s7 w66: truth=149, pred=75.0, λ=1.00 err=74.05857740585776
  s7 w67: truth=149, pred=75.0, λ=1.00 err=74.2146596858639
  s7 w68: truth=150, pred=75.0, λ=1.00 err=74.52780692549845
  s7 w69: truth=150, pred=75.0, λ=1.00 err=75.31645569620255
  s7 w70: truth=151, pred=75.0, λ=1.00 err=76.43464399574921
  s7 w71: truth=151, pred=75.0, λ=1.00 err=76.2738853503185
  s7 w72: truth=151, pred=75.0, λ=1.00 err=75.95338983050848
  s7 w73: truth=150, pred=75.0, λ=1.00 err=74.8422712933754
  s7 w74: truth=148, pred=75.0, λ=1.00 err=73.4375
  s7 w75: truth=147, pred=142.5, λ=1.00 err=4.8629782833505715
  s7 w76: truth=147, pred=142.5, λ=1.00 err=4.1049382716049365
  s7 w77: truth=146, pred=142.5, λ=1.00 err=3.9542651593011158
  s7 w78: truth=147, pred=142.5, λ=1.00 err=4.255921730175061
  s7 w79: truth=147, pred=142.5, λ=1.00 err=4.1049382716049365
  s7 w80: truth=146, pred=142.5, λ=1.00 err=3.6038961038960906
  s7 w81: truth=146, pred=142.5, λ=1.00 err=3.4459459459459367
  s7 w82: truth=146, pred=142.5, λ=1.00 err=3.2883369330453434
  s7 w83: truth=147, pred=142.5, λ=1.00 err=4.079804560260584
  s7 w84: truth=147, pred=142.5, λ=1.00 err=4.719193020719729
  s7 w85: truth=148, pred=75.0, λ=1.00 err=72.66839378238342
  s7 w86: truth=148, pred=30.0, λ=1.00 err=117.97507788161994
  s7 w87: truth=148, pred=30.0, λ=1.00 err=117.82157676348547
  s7 w88: truth=147, pred=30.0, λ=1.00 err=116.90721649484536
  s7 w89: truth=146, pred=75.0, λ=1.00 err=70.70552147239263
  s7 w90: truth=145, pred=142.5, λ=1.00 err=2.5053705692803305
  s7 w91: truth=145, pred=142.5, λ=1.00 err=2.0396145610278325
  s7 w92: truth=145, pred=142.5, λ=1.00 err=2.3497854077253066
  s7 w93: truth=145, pred=142.5, λ=1.00 err=2.817545748116231
  s7 w94: truth=146, pred=142.5, λ=1.00 err=3.05669050051074
  s7 w95: truth=145, pred=142.5, λ=1.00 err=2.6120162932790265
  s7 w96: truth=144, pred=142.5, λ=1.00 err=1.7307692307692264
  s7 w97: truth=143, pred=142.5, λ=1.00 err=0.8121019108280336
  s7 w98: truth=143, pred=142.5, λ=1.00 err=0.05543822597675785
  s7 w99: truth=143, pred=142.5, λ=1.00 err=0.05543822597675785
  s7 w100: truth=142, pred=142.5, λ=1.00 err=0.24499473129608873
  s7 w101: truth=142, pred=142.5, λ=1.00 err=0.9905660377358458
  s7 w102: truth=141, pred=142.5, λ=1.00 err=1.7283628779979097
  s7 w103: truth=141, pred=142.5, λ=1.00 err=1.7715231788079677
  s7 w104: truth=142, pred=142.5, λ=1.00 err=0.8420776495277948
  s7 w105: truth=142, pred=142.5, λ=1.00 err=0.09493670886075734
  s7 w106: truth=143, pred=142.5, λ=1.00 err=0.2061310782241037
  s7 w107: truth=143, pred=142.5, λ=1.00 err=0.28557114228456726
  s7 w108: truth=143, pred=142.5, λ=1.00 err=0.5084745762711975
  s7 w109: truth=144, pred=142.5, λ=1.00 err=1.423240938166316
  s7 w110: truth=145, pred=142.5, λ=1.00 err=2.1945337620578584
  s7 w111: truth=145, pred=142.5, λ=1.00 err=2.974137931034477
  s7 w112: truth=146, pred=142.5, λ=1.00 err=3.354657113613115
  s7 w113: truth=146, pred=142.5, λ=1.00 err=3.6538461538461604
  s7 w114: truth=147, pred=75.0, λ=1.00 err=72.05882352941177
  s7 w115: truth=148, pred=75.0, λ=1.00 err=73.28303850156087
  s7 w116: truth=151, pred=75.0, λ=1.00 err=75.63424947145879
  s7 w117: truth=152, pred=75.0, λ=1.00 err=77.24358974358975
  s7 w118: truth=153, pred=75.0, λ=1.00 err=78.39074273412271
  s7 w119: truth=154, pred=75.0, λ=1.00 err=79.05405405405403
  s7 w120: truth=154, pred=75.0, λ=1.00 err=79.3878656554713
  s7 w121: truth=155, pred=75.0, λ=1.00 err=79.95867768595042
  s7 w122: truth=156, pred=82.5, λ=1.00 err=73.10165975103735
  s7 w123: truth=156, pred=75.0, λ=1.00 err=81.08740894901143
  s7 w124: truth=157, pred=75.0, λ=1.00 err=81.59340659340657
  s7 w125: truth=157, pred=75.0, λ=1.00 err=82.23270440251574
  s7 w126: truth=157, pred=75.0, λ=1.00 err=82.06806282722513
  s7 w127: truth=157, pred=157.5, λ=1.00 err=0.2672955974842637
  s7 w128: truth=157, pred=157.5, λ=1.00 err=0.2672955974842637
  s7 w129: truth=157, pred=157.5, λ=1.00 err=0.2672955974842637
  s7 w130: truth=157, pred=157.5, λ=1.00 err=0.2672955974842637
  s7 w131: truth=157, pred=157.5, λ=1.00 err=0.2672955974842637
  s7 w132: truth=158, pred=157.5, λ=1.00 err=0.06302521008404938
  s7 w133: truth=157, pred=157.5, λ=1.00 err=0.10230849947532761
  s7 w134: truth=158, pred=157.5, λ=1.00 err=0.06302521008404938
  s7 w135: truth=157, pred=157.5, λ=1.00 err=0.431937172774866
  s7 w136: truth=156, pred=157.5, λ=1.00 err=1.0870698644421282
  s7 w137: truth=156, pred=157.5, λ=1.00 err=1.932314410480359
  s7 w138: truth=155, pred=157.5, λ=1.00 err=2.8608247422680506
  s7 w139: truth=154, pred=157.5, λ=1.00 err=3.49589322381928
  s7 w140: truth=153, pred=150.0, λ=1.00 err=3.0612244897959044
  s7 w141: truth=152, pred=150.0, λ=1.00 err=2.28426395939087
  s7 w142: truth=152, pred=150.0, λ=1.00 err=1.75718849840257

=== Summary ===
  143 valid windows
  MAE: 19.94 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s7.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:01:58] === Subj 7 DONE (exit 0) ===

[01:01:58] === Subj 8 START ===
  s8 w0: truth=75, pred=75.0, λ=1.00 err=0.46580000000000155
  s8 w1: truth=76, pred=75.0, λ=1.00 err=0.9279999999999973
  s8 w2: truth=78, pred=75.0, λ=1.00 err=2.8007999999999953
  s8 w3: truth=81, pred=75.0, λ=1.00 err=5.906099999999995
  s8 w4: truth=83, pred=82.5, λ=1.00 err=0.09910000000000707
  s8 w5: truth=85, pred=82.5, λ=1.00 err=2.8242000000000047
  s8 w6: truth=86, pred=82.5, λ=1.00 err=3.7069000000000045
  s8 w7: truth=86, pred=82.5, λ=1.00 err=3.4107000000000056
  s8 w8: truth=84, pred=82.5, λ=1.00 err=1.256299999999996
  s8 w9: truth=81, pred=82.5, λ=1.00 err=1.8547999999999973
  s8 w10: truth=77, pred=75.0, λ=1.00 err=2.0811999999999955
  s8 w11: truth=76, pred=75.0, λ=1.00 err=0.7575999999999965
  s8 w12: truth=78, pred=75.0, λ=1.00 err=3.215500000000006
  s8 w13: truth=81, pred=82.5, λ=1.00 err=1.0668000000000006
  s8 w14: truth=85, pred=82.5, λ=1.00 err=2.2458000000000027
  s8 w15: truth=87, pred=90.0, λ=1.00 err=2.790700000000001
  s8 w16: truth=90, pred=90.0, λ=1.00 err=0.26260000000000616
  s8 w17: truth=96, pred=97.5, λ=1.00 err=1.4488000000000056
  s8 w18: truth=101, pred=97.5, λ=1.00 err=3.0587000000000018
  s8 w19: truth=106, pred=105.0, λ=1.00 err=0.8632000000000062
  s8 w20: truth=110, pred=112.5, λ=1.00 err=2.3216000000000037
  s8 w21: truth=115, pred=112.5, λ=1.00 err=2.1287999999999982
  s8 w22: truth=118, pred=120.0, λ=1.00 err=2.322199999999995
  s8 w23: truth=121, pred=120.0, λ=1.00 err=0.5788000000000011
  s8 w24: truth=122, pred=120.0, λ=1.00 err=2.149799999999999
  s8 w25: truth=122, pred=120.0, λ=1.00 err=2.415700000000001
  s8 w26: truth=122, pred=120.0, λ=1.00 err=2.415700000000001
  s8 w27: truth=120, pred=120.0, λ=1.00 err=0.19230000000000302
  s8 w28: truth=119, pred=120.0, λ=1.00 err=1.0781999999999954
  s8 w29: truth=118, pred=120.0, λ=1.00 err=1.5789000000000044
  s8 w30: truth=119, pred=75.0, λ=1.00 err=44.1737
  s8 w31: truth=121, pred=120.0, λ=1.00 err=0.708200000000005
  s8 w32: truth=122, pred=75.0, λ=1.00 err=47.1498
  s8 w33: truth=123, pred=75.0, λ=1.00 err=47.54900000000001
  s8 w34: truth=121, pred=120.0, λ=1.00 err=1.3592000000000013
  s8 w35: truth=119, pred=120.0, λ=1.00 err=0.5731999999999999
  s8 w36: truth=117, pred=120.0, λ=1.00 err=2.6902999999999935
  s8 w37: truth=115, pred=112.5, λ=1.00 err=2.295900000000003
  s8 w38: truth=114, pred=112.5, λ=1.00 err=1.1363999999999947
  s8 w39: truth=113, pred=112.5, λ=1.00 err=0.524799999999999
  s8 w40: truth=113, pred=112.5, λ=1.00 err=0.524799999999999
  s8 w41: truth=114, pred=112.5, λ=1.00 err=1.0134999999999934
  s8 w42: truth=114, pred=112.5, λ=1.00 err=1.1363999999999947
  s8 w43: truth=114, pred=112.5, λ=1.00 err=1.6303999999999945
  s8 w44: truth=116, pred=112.5, λ=1.00 err=3.9595999999999947
  s8 w45: truth=119, pred=120.0, λ=1.00 err=0.8263000000000034
  s8 w46: truth=121, pred=82.5, λ=1.00 err=38.598
  s8 w47: truth=122, pred=82.5, λ=1.00 err=39.5753
  s8 w48: truth=123, pred=82.5, λ=1.00 err=40.316599999999994
  s8 w49: truth=124, pred=82.5, λ=1.00 err=41.672200000000004
  s8 w50: truth=126, pred=127.5, λ=1.00 err=1.5202000000000027
  s8 w51: truth=128, pred=127.5, λ=1.00 err=0.5682999999999936
  s8 w52: truth=130, pred=127.5, λ=1.00 err=2.2297000000000082
  s8 w53: truth=131, pred=135.0, λ=1.00 err=3.5567000000000064
  s8 w54: truth=133, pred=135.0, λ=1.00 err=1.518400000000014
  s8 w55: truth=136, pred=135.0, λ=1.00 err=0.7827000000000055
  s8 w56: truth=138, pred=135.0, λ=1.00 err=2.614699999999999
  s8 w57: truth=140, pred=90.0, λ=1.00 err=49.80260000000001
  s8 w58: truth=142, pred=90.0, λ=1.00 err=51.806700000000006
  s8 w59: truth=144, pred=90.0, λ=1.00 err=53.61699999999999
  s8 w60: truth=145, pred=90.0, λ=1.00 err=55.317499999999995
  s8 w61: truth=147, pred=90.0, λ=1.00 err=56.60489999999999
  s8 w62: truth=147, pred=150.0, λ=1.00 err=2.6370000000000005
  s8 w63: truth=148, pred=150.0, λ=1.00 err=2.0249000000000024
  s8 w64: truth=148, pred=150.0, λ=1.00 err=1.5625
  s8 w65: truth=149, pred=90.0, λ=1.00 err=58.592299999999994
  s8 w66: truth=149, pred=90.0, λ=1.00 err=58.90280000000001
  s8 w67: truth=149, pred=90.0, λ=1.00 err=59.37110000000001
